,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,created_at,retweets,replies,likes,quote_count,place_id,author_id,username,author_followers,author_tweets,author_description,author_location,city_name,object,country,UserPlase_longitude,UserPlase_latitude,UserPlase_sub_longitude,UserPlase_sub_latitude,code_nation,Tokyo_code,Tokyo_estimete_code,Geo_Flag_multi
18581,18581,18581,228002,802,RWY34Lランディング@羽田空港A滑走路16R/34Lin大田区東京都https://t.co/3D9m3KCsym,2022-07-07_17:55:59,0.0,0.0,0.0,0,1df8c91136c4c140,3092684144,shkiyonh,2535.0,308612,✈︎✈︎おでかけしたみ金はなし 10万PP貯めて50回乗りました JR98.905/私99.862/総99.179,,東京 大田区,city,日本,139.652804,35.520696,139.826225,35.613092,5339,533925,533925,2
18651,18651,18651,287879,1107,I'mat秋葉原UDXin千代田区東京都https://t.co/c6b4hXY8bx,2022-07-09_11:55:32,0.0,0.0,0.0,0,28b9063fdce43645,1572909170,2JZ_TRUDE,1470.0,40716,JZA80 Supra × Ange Katrina / Nijisanji itasha / Vtuber / にじさんじ⚖️·🌤 / ぶいすぽ🍫💘·🌠· 🥞💫/ 個人勢🐈🌸 / APEX / 原神 / sneakers / NIKE / 隣の天使様にいつの間にか駄目人間にされていた件,ｸﾞﾝﾏｰ,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,3
18681,18681,18681,54023,282,I'matGINZAdeFUTSAL新宿スタジアムin新宿区東京都https://t.co/9vSn4EEEch,2022-07-02_14:58:51,0.0,1.0,0.0,0,7ee61f505fdfdf5c,1136873790,solidussoldier,572.0,34890,ゲーム作る社会人でオタク 首都大経シス AR会改  錦城 50th 軽音部 キングダムハーツとメタルギアとガンダムとRADとラブライブ！が好み たまにギター弾いて最近サバゲや麻雀してる人Asuraサーバー Tagumon Machinenoteで日記毎日更新,カタルiD*町↔エオルゼア↔InaminTown↔リアル,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533945,2
18727,18727,18727,988059,172,I'matJR東日本八王子総合訓練センターin東村山市東京都https://t.co/J8afrhiXkF,2022-07-30_05:57:51,0.0,0.0,0.0,0,b3b52bda7ae86b07,70329172,HrSk115,2633.0,810164,ｲﾓｲﾓ♡PRINCEです👑☆（ゝω・）v/職業、奴隷。/嬢の玩具/日記帳れす(^q^)ｼﾞｭﾙﾘ🍜/角ﾊｲ濃いめ9%/じゃがいも/P.T.A./Only Japanese/気にしないﾌﾘ♪ｵﾄｺﾉｺ ( ω ) 【Hotspots】蒲田/川崎/鶴見/錦糸町/新小岩/北千住/竹ノ塚/池袋西口/西川口/日暮里/鶯谷,ﾁﾝﾁﾝ電車|дﾟ),東京 東村山市,city,日本,139.439938,35.73436,139.504725,35.781487,5339,533943,533943,2
18810,18810,18810,56775,290,あてもなくふらふらH009編成。@JR町田駅in町田市東京都https://t.co/zDMyoVA1xl,2022-07-02_16:58:54,0.0,0.0,0.0,0,519decbcbebfd98d,234772965,j_fuji8851,140.0,20999,鉄道とか模型とかやってる、しがない会社員です。,東京の西,東京 町田市,city,日本,139.268755,35.501147,139.507445,35.623708,5339,533922,533922,2
18874,18874,18874,825649,1276,I'mat大崎駅in品川区東京都https://t.co/1Gkvhdyeyu,2022-07-25_09:50:43,0.0,0.0,0.0,0,4ad3383e25ac98d9,1215915112734703617,JNTR932,2241.0,6901,PleasantDreamer┆DollerCosplayWebDesignBandDJ┆IG:https://t.co/MJryAGvRlc┆LIST:https://t.co/3Z2Uu34kIY┆TWTR:@NJ932┆Discord:#5732,三重県,東京 品川区,city,日本,139.695191,35.584544,139.774255,35.641576,5339,533935,533935,2
18981,18981,18981,735867,35,I'matin大田区東京都w/https://t.co/0FIQksThfk,2022-07-22_18:59:48,0.0,0.0,2.0,0,1df8c91136c4c140,897682296,ki_mra,1082.0,76887,SHELLME 琉陀瓶ルン 絶賛社畜中 雑多なアカウント,横浜,東京 大田区,city,日本,139.652804,35.520696,139.826225,35.613092,5339,533925,533925,2
18996,18996,18996,90435,131,I'mat森永乳業東京多摩工場in東大和市東京都https://t.co/0rqxmxoZeh,2022-07-03_16:59:29,0.0,0.0,0.0,0,98accfc3c0a403d3,1018377776187887621,edge19870120,1153.0,46586,sj5フォレスターD型Sリミテッドに乗ってました。フォレスターアドバンスSKE.A型に乗り換えました。 諸事情でフォレスターアドバンスSKE.A型からフォレスタープレミアムSK9.A型に乗り換えになりました。よろしくお願いします,,東京 東大和市,city,日本,139.392945,35.729878,139.451884,35.769409,5339,533943,533943,2
19031,19031,19031,448262,967,I'mat羽田空港第1・第2ターミナル駅in大田区東京都https://t.co/cTFC5pJDlO,2022-07-14_05:45:26,0.0,0.0,0.0,0,1df8c91136c4c140,2850717889,chanLettuce01,234.0,20473,神田在住のしがないコーポレートIT担当アプリ開発ではTypeScript + React + Expressをよく使うネットワークやったり社内ヘルプデスクやったりいろいろ薄く広く御供茉白ちゃんと長友彩海さんと坂川陽香ちゃんと栗山梨奈ちゃんを推しています画像は山形県の鳥海山で撮影したやつです,東京都 千代田区,東京 大田区,city,日本,139.652804,35.520696,139.826225,35.613092,5339,533925,533925,2
19060,19060,19060,806228,297,札幌に着いちゃったけど、旭川名物塩ホルモン食べます@炭や札幌駅西口店inSapporo北海道https://t.co/rvsmplAEWJ,2022-07-24_20:58:58,0.0,0.0,0.0,0,2e624efa0028615e,929769692,e_suns,116.0,45784,スポーツ観戦と映画(DVD)鑑賞が趣味だったはずが、いつからかモーニング娘。と旅が大好きな人に。 えりぽんを筆頭にはるなん、さゆちゃん、まーちゃんを嗜む程度に推しながら、愛生ちゃん、LOVEりん、あかねちん、ちぃちゃんと他数名を横目で眺めてる今日この頃。#えりぽんかわいい,良くも悪くも夢の中(実はどっぷり沼の中),埼玉 札幌市中央区,city,日本,139.540126666667,35.8720877777778,141.390018611111,43.0857888888889,5339,533964,533964,3
19148,19148,19148,909852,904,おじゃましております。。@遊可憐in新宿区東京都https://t.co/yeYMOzU1f0,2022-07-27_21:55:39,0.0,0.0,0.0,0,7ee61f505fdfdf5c,110443911,charikichi_twit,666.0,126393,石塚汐花🧂🌼 & シュユノトキ & ぺしゅも🦎 & 常盤あい乃🐳 & 廣田あいか & 玉井詩織 & 清井咲希 & 転校少女* &  キミノカフェ。共同オーナー & 松井さやかネーム「ばいせこー」 & 食いしん坊ネーム「東京タワー」 & 青明もなさんに名前いただきました「さいとうさん」,ぱむちゃんず,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533945,2
19151,19151,19151,348636,1361,I'matファミリーマート日野旭が丘三丁目店in日野市東京都https://t.co/7UgC7kBoEe,2022-07-11_06:49:41,0.0,0.0,0.0,0,5cf616c8f739cb2b,97931629,karorynet,927.0,460740,サガプラ（@SAGAPLANETS）信者。サガプラさん大好きでRT多いです。サガプラ好きな人のフォローよろしくお願いします。最新作AMBITIOUS MISSION攻略完了 ワクチン4回接種済。お酒大好き命の水です。,FelicieAcureZmaid 気絶,東京 日野市,city,日本,139.356993,35.639344,139.441522,35.691719,5339,533932,533932,2
19157,19157,19157,38829,605,ラスダン@福生消防署熊川出張所in福生市東京都https://t.co/n6mxAzt7JQ,2022-07-02_03:35:45,0.0,0.0,0.0,0,632c12d964b5772f,3192248995,moooooccccchi,237.0,70465,もっちー 87year's type GB400TT SPL/anime/97year's type I'm/Friday Night of KAYAKUBO/Acoustic Guitar/T.T.鳳競/new machine''maxam''/p5r/MHR Sunbreak,ネオ東京,東京 福生市,city,日本,139.31402,35.712604,139.359855,35.754731,5339,533942,533942,2
19191,19191,19191,528841,66,気になっていた青森料理が食べれる居酒屋に初訪❗銀鯖串焼きがバカウマ💕１００円刺身が凄すぎ🎵勿論お代わりしたよ✌️😋味付きの焼きサバ･トロロは、そのまま食べてウマシ❗田子のにんにくは強烈だった💥十和田バラ焼もウマウマでした🐴ひろみんのサイン色紙が貼ってあったよ！#せんべろnethttps://t.co/kSWNqbhKJB,2022-07-16_15:59:44,1.0,2.0,15.0,0,0f6340174216b001,1402906579465162753,LuPpy710,203.0,2464,ライブ参戦と食べ呑み歩きが趣味🎵推しグループ💖スリジエ🌸仮面女子🤘CANDY GO！GO！🍭推しメン💖愛い姫･野﨑ゆりか・葉月らむ😊サウナーとして東京・神奈川でサ活💦無言フォローお許し下さい🙏,崎陽軒,ごっつり 南千住店,poi,日本,139.7990064,35.7337195,139.7990064,35.7337195,5339,533946,533946,2
19233,19233,19233,284169,69,I'matおりづるタワーin千代田区東京都https://t.co/WJDER8cqSL,2022-07-09_09:59:39,0.0,0.0,0.0,0,28b9063fdce43645,92972117,tetsuya1010,90.0,25499,千代田区に産まれ幼稚園から中学校は千代田区立、高校は都立、大学は三田。2013年に勤めを辞め現在は地域のボランティアなど。1598年から神田橋に住む江戸っ子16代目、出稼ぎさんと江戸っ子を自称する東京っ子が大嫌い。出没地域は大手町丸の内日比谷など徒歩圏,千代田区神田錦町,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
19305,19305,19305,284554,481,ただいま、大宮です。これから、485系リゾートやまどりの快速谷川岳もぐら号越後湯沢行きに乗って越後湯沢へ向かいます。🚃リゾートやまどり、初乗車です。🚃https://t.co/YKZIZKcC3p,2022-07-09_09:57:43,1.0,2.0,9.0,0,c71f3a7498fe95d7,1353986632181903360,odakyumania,836.0,9551,こんにちは。ユースケと申します。私は、今までmixiのみやっていましたが、これからは、Twitterも始めることにしました。なので、今後ともご指導ご教示のほど、宜しくお願い申し上げます。尚、私の趣味は鉄道です。,,埼玉 さいたま市 大宮区,city,日本,139.601700000837,35.8860189977956,139.656313003758,35.9233580023546,5339,533964,533964,3
19330,19330,19330,125122,1061,グレングラント10年を購入🥃@カクヤス宮前店-in杉並区東京都https://t.co/wGJqw2QuIa,2022-07-04_16:51:51,0.0,0.0,3.0,0,faab662cb34cf04f,178733560,crowta9984,109.0,75656,ただの酔っ払いです モタスポ/UFOキャッチャー/ポケモンGO（赤LV43）などなどやってます。,ウイスキーバー真島,東京 杉並区,city,日本,139.585064,35.665879,139.667527,35.730446,5339,533934,533934,2
19372,19372,19372,956332,910,I'mat鳩舎in千代田区東京都https://t.co/JqdeYfmVpo,2022-07-29_06:53:02,0.0,0.0,0.0,0,28b9063fdce43645,149738549,Pha_fa,202.0,106399,,関東,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
19373,19373,19373,494079,399,#Web3conferencetokyoにてのCMが流れております¨̮♪素敵なイベントにスポンサードさせてもらえて、ありがたいです✨そしてここは次の戦地、渋谷。待ってて渋谷、スクランブル交差点。#edo2022#渋谷ストリーム#NFT#ブロックチェーンhttps://t.co/gBnwyRdSDQ,2022-07-15_14:56:56,15.0,0.0,39.0,4,0e75939eaa14d000,1540570612821028864,kao_tokyo,648.0,1263,仮想を現実に、世界を日本に♥ ファウンダーの億りん @coinpicksjapanと楽しいことをお届けします𖤐´- @edo2022_nft @s_s_punks Media @nfttokyo2022,愛しの猫たちに挟まれている,渋谷ストリームホール,poi,日本,139.70261103186644,35.65762937073399,139.70261103186644,35.65762937073399,5339,533935,533935,3
19388,19388,19388,872494,287,ぶち上げていくゾ😈atin渋谷区東京都https://t.co/HGjlZeZzln,2022-07-26_19:58:46,0.0,0.0,0.0,0,f7c22e0cf7b3af2b,367304545,GORIAN_GG,166.0,5877,,,東京 渋谷区,city,日本,139.661368,35.641564,139.723884,35.692138,5339,533935,533935,2
19424,19424,19424,928026,682,そう言えば浜松町から飯田橋へのお客さまで無事にと云うかやっと云うか？サンキューチケット消費です！￥３３２０也～ご乗車ありがとうございましたmmさて、来月は何枚かな？笑https://t.co/0BlJRpIXPT,2022-07-28_10:54:08,0.0,1.0,3.0,0,594fa6c6bc5b5ba9,1078586680859254784,JPN_TX_Np3799,145.0,3522,立山あおぐ特等席。群馬生まれ東京下町育ちの富山ケンミン///某損保会社(２級技Ａ)を定年退職///東京でのタクドラ６年生の元🌸戦隊戦士(^^)/、今も富山が大好きな自称富山観光大使？！笑///居住地 東京→銚子→浜松→富山→美濃加茂→高岡→金沢→そして再び富山・・・東京／／好きな言葉  天網恢々疎にして漏らさず,@東京 時々 富山／富山 時々 東京,東京 港区,city,日本,139.708754,35.622973,139.782004,35.682605,5339,533935,533935,2
19425,19425,19425,916364,174,I'mat雷門in台東区東京都https://t.co/jzRENtHu0L,2022-07-28_02:53:17,0.0,0.0,0.0,0,32049a95db695cb8,2910810888,No_Ethical_,2320.0,30794,ドール/カメラ/佐藤心/我那覇響/たまに戦闘機 痛車の写真を撮る人  #Ethical_Photo #兎田ぺこら #dollymellow 宗教団体 #ドールを吸う会,新潟↔東京↔宮城 たまに藤沢,東京 台東区,city,日本,139.762233,35.694775,139.809743,35.731637,5339,533946,533946,2
19500,19500,19500,158822,727,I'mat史跡下総国分寺跡in市川市千葉県https://t.co/AVaty9bhZe,2022-07-05_16:54:38,0.0,0.0,0.0,0,db215c78c59027e4,112102156,aloha_manarino,897.0,207907,千葉県出身 JEF好きHawaii好き 2011.11.22 ♀マナ 2017.1.14 ♀ リノ スキッパーキとのんびり過ごすのが好き♡ ずぼら主婦 山岸智選手水野晃樹選手谷澤達也選手を応援❣️下平匠･米倉恒貴･町田也真人･高橋壱晟選手も応援なう❣️,千葉県市川市,千葉 市川市,city,日本,139.885492,35.655568,139.97661,35.775796,5339,533937,533937,2
19547,19547,19547,36810,21,I'mat三井のリパーク亀沢1丁目第3駐車場in墨田区東京都https://t.co/vIjlpTqpEs,2022-07-02_02:59:05,0.0,0.0,0.0,0,27b43920b8b63188,2245406827,1y2u0i8,146.0,141841,横山由依 @Yui_yoko1208 // =LOVE 齋藤樹愛羅 @saitou_kiara / 山本杏奈 @yamamoto_anna_ // JAL GLOBAL CLUB // 🇺🇸🇵🇭🇰🇷🇦🇺🇩🇪🇭🇺🇦🇹🇮🇹🇨🇿🇵🇱🇫🇷,横浜みなとみらい21,東京 墨田区,city,日本,139.788729,35.686697,139.842361,35.743565,5339,533946,533946,2
19596,19596,19596,852956,501,I'mat喜多見駅-in世田谷区東京都https://t.co/RnFwIXR4mW,2022-07-26_05:52:07,0.0,0.0,0.0,0,1b0cfebe3424e14f,107376058,shoseisu,1783.0,210023,まついたかしです。群馬県出身（幼少期は静岡県）、東京都在住。趣味は音楽鑑賞と電車、特技は形態模写。ツイートは集中します。宜しくお願いします。サブアカは@shoseisu2です。ふかやだよバナナとかJAPANとか鬼おでんとか…,都内と都下の境目,東京 世田谷区,city,日本,139.582428,35.590036,139.686603,35.682992,5339,533934,533934,2
19609,19609,19609,290509,1020,I'matJR中野駅in中野区東京都https://t.co/W8pk8c20eG,2022-07-09_13:55:30,0.0,0.0,0.0,0,a35b6b4421e1a506,811474572,bunbun_pepper,679.0,35384,全身ピンク全身ライトブルーでお馴染みのペっぺです。/ハロプロ/モーニング娘。'22/つばきファクトリー/譜久村聖さん/新沼希空さん/みずきちゃん/きそちゃん/ぽんぽんジェラ勢/みずきちゃ〜〜〜〜〜〜ん！！！！！！ きそちゃ〜〜〜〜〜〜 ん！！！！！！たまにビヨ島倉りかさんも美味しくいただいてます。,茨城,東京 中野区,city,日本,139.624224,35.676575,139.694277,35.735556,5339,533944,533944,2
19640,19640,19640,975478,462,帰り道乗り換え駅2@JR西日暮里駅in荒川区東京都https://t.co/FPTsU2o9Mn,2022-07-29_20:58:09,0.0,0.0,0.0,0,f05d4b0cfac65c65,108658705,takataka_free,411.0,3372,東京の城東地区が本籍でございます。 意外と歴史情緒がある観光地が近くにあります。,東京都葛飾区,東京 荒川区,city,日本,139.749428,35.724769,139.814673,35.754824,5339,533945,533945,2
19672,19672,19672,540928,970,I'matオアシスシヤin杉並区東京都https://t.co/ZSC9XOQTK2,2022-07-16_23:52:05,0.0,0.0,0.0,0,faab662cb34cf04f,2848999800,chimpan_akiyama,939.0,53747,ロキシー・M・グレイラット/エリス・グレイラット,ダナ,東京 杉並区,city,日本,139.585064,35.665879,139.667527,35.730446,5339,533934,533934,2
19791,19791,19791,63183,1174,冥土の部分@亀戸駅in江東区東京都https://t.co/fWYzqQOoB1,2022-07-02_20:56:03,0.0,0.0,1.0,0,4c1c4868f96634ed,4835067798,quizentou,391.0,110755,🌸花井美春さん(@Hanai_miharu)守護サークル🌸,花井美春さんの故郷,東京 江東区,city,日本,139.771307,35.582057,139.849007,35.708066,5339,533926,533926,2
19822,19822,19822,885732,747,I'matEXPASA海老名上りin海老名市神奈川県https://t.co/6EQI75V7Yo,2022-07-27_04:36:52,0.0,0.0,0.0,0,411f0aa7fce9a8fc,108328072,nibo_kanchan,1498.0,199922,フォローリムーブご自由に、大園玲、賀喜遥香、瓶野神音、杉山歩南、布袋百椛、立仙百佳、のんさん懐古厨、遠征、日帰り登山、温泉、旅行、カメラ、鉄道、ﾋﾄｶﾗ、ﾋﾟﾁﾓちゃん(隠),江東区港区品川区大田区鶴見区or横須賀市,神奈 海老名市,city,日本,139.368722,35.399985,139.436492,35.477447,5339,533902,533902,2
19845,19845,19845,927663,292,本日の営業7/28木ランチ11:00〜16:00ディナー18:00〜22:00新たなビール入荷しましたフランス🇫🇷からPOPIHN/ポパンラベル良すぎスウェーデン🇸🇪Brewski/ブリュースキー種類増やしました、いま15種楽しく選べて美味しく飲んでいただけると思いますhttps://t.co/VDhtRPFUJD,2022-07-28_10:57:24,0.0,0.0,3.0,0,1b0cfebe3424e14f,1370378713460658176,CurryHouse10,232.0,807,Curry House Curry_Za 駒沢 カレー屋 カレーハウスカリーザ 平日ランチ11:00〜16:00 ディナー18:00〜22:00(L.O.21:30)土日祝 11:00〜21:00,東京 世田谷区駒沢4-12-22 ティファーレ駒沢 2階,東京 世田谷区,city,日本,139.582428,35.590036,139.686603,35.682992,5339,533934,533934,2
19930,19930,19930,160171,671,よっしゃあ、帰りも東武強冷房車やw@池尻大橋駅-in世田谷区東京都https://t.co/aqVuTJ1Aty,2022-07-05_17:56:09,0.0,0.0,0.0,0,1b0cfebe3424e14f,139001728,katsudon2904,1917.0,154684,合唱が趣味の #埼玉政財界人チャリティ歌謡祭 専用アカウント。11/26の #埼玉政財界人チャリティ歌謡祭 収録に観客として参戦,武蔵国岩槻藩,東京 世田谷区,city,日本,139.582428,35.590036,139.686603,35.682992,5339,533934,533934,2
20016,20016,20016,885487,496,I'matローソン江東区役所前店in江東区東京都https://t.co/BS4YI8pP92,2022-07-27_04:44:45,0.0,0.0,0.0,0,4c1c4868f96634ed,2724019772,maimai_N417sail,1658.0,353036,しゅとゆき　ナンス　など　　2023年は充電期間として(しゅとゆき以外の)イベ減目指します,覇権コンテンツと覇権コンテンツの間,東京 江東区,city,日本,139.771307,35.582057,139.849007,35.708066,5339,533926,533926,2
20029,20029,20029,225135,690,I'mat南町田グランベリーパーク-in町田市東京都https://t.co/iHHGLXESia,2022-07-07_15:54:49,0.0,0.0,0.0,0,519decbcbebfd98d,137690681,piroshi396,125.0,30054,北海道日本ハムファイターズ #lovefighters とFC町田ゼルビア #zelvia  あと美味しいもん,ぱとぷのあいだ,東京 町田市,city,日本,139.268755,35.501147,139.507445,35.623708,5339,533922,533922,2
20047,20047,20047,102323,676,I'matせい家in杉並区東京都https://t.co/hyABahx8PP,2022-07-04_00:49:54,0.0,0.0,0.0,0,faab662cb34cf04f,107778292,rakusuke,706.0,377066,ゲーセン店員+スポット派遣 パカパカパッション/レゲー/Project DIVA AC(CN:【853】RAK＠巡一派TRF HAP:240 EXP:117 Rコード:BMKXQDNAJH)/ペンゴ！オンライン/レベルスVS/アストロ忍者マンDX/テトリス99,NakanoＴＲＦ,東京 杉並区,city,日本,139.585064,35.665879,139.667527,35.730446,5339,533934,533934,2
20092,20092,20092,527379,1452,I'matEXPASA海老名下りin海老名市神奈川県https://t.co/6egYhQ3oih,2022-07-16_13:52:55,0.0,1.0,0.0,0,411f0aa7fce9a8fc,179966928,synth_47,445.0,12573,||| Recording / Mixdown / Mastering / MA (DolbyAtmos含む) ||| Re:fAce代表 | 公式→Re:fAce(@Reface_official) ||| ご依頼の詳細はこちら→ https://t.co/Wi5K6xJEQ4 ||| NUMA会員 第0204号,Tokyo Japan,神奈 海老名市,city,日本,139.368722,35.399985,139.436492,35.477447,5339,533902,533902,2
20156,20156,20156,717747,134,無事、柏市で荷降ろし終了❗️つくばみらい市に向かいます👋,2022-07-22_05:58:11,0.0,1.0,35.0,0,f43d3d50a3b017e9,407628605,ydsjt,745.0,51454,コロナウイルスの影響で13年勤めたバス会社を退職して、23年ぶりにトラックドライバーに転職しました😆 主に地場を中心に低床4軸Wで走ってます🚚💨 トラックドライバーの方と繋がりたいです宜しくお願いします🙏🏻 千葉ロッテマリーンズ好き⚾ 釣り好き🎣 無断フォローをお許し下さい✋🏻 エロ、投資系NG,,千葉 柏市,city,日本,139.913146,35.780923,140.111992,35.936612,5339,533957,533957,2
20168,20168,20168,487393,554,I'mat池袋駅in豊島区東京都https://t.co/VkuWRGe9Wn,2022-07-15_09:55:23,0.0,0.0,0.0,0,7efb0fd5276fdda5,2180394756,nasusio_higashi,1285.0,131841,MAZDASPEED ERC RX-8,,東京 豊島区,city,日本,139.677525,35.712228,139.752663,35.745989,5339,533945,533945,2
20171,20171,20171,658546,92,I'mat住吉駅in江東区東京都https://t.co/M4WudTP821,2022-07-20_11:59:26,0.0,0.0,0.0,0,4c1c4868f96634ed,267716354,PPY_1978,98.0,164425,隠居の( ˙◊˙ )ﾊﾄﾃﾞｪｽ ヘッダーは  #全日本シマエナガ協会 様からお借りしました,北の鳩の巣箱,東京 江東区,city,日本,139.771307,35.582057,139.849007,35.708066,5339,533926,533926,2
20210,20210,20210,945622,136,I'matいわもとQin新宿区東京都https://t.co/WuFfm5GBzv,2022-07-28_23:58:43,0.0,0.0,0.0,0,7ee61f505fdfdf5c,19608579,mitsurusato,202.0,20315,あー、人生の冷や奴。,東京都杉並区,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533945,2
20236,20236,20236,696566,208,永利池袋本店050-5868-9402東京都豊島区池袋1-2-6ベルメゾン池袋https://t.co/1O7fbKbv5t,2022-07-21_14:58:30,1.0,0.0,2.0,0,7efb0fd5276fdda5,73645907,niponipo80,586.0,4046,くたくたサラリーマン🕴主な生息地は池袋エリア。まちの「なんかおもしろいこと」探索家。 電動アシストサイクル🚲でまちを闊歩します。ランニング🏃‍♂️銭湯♨️呑む🍺を愛する任意団体『走湯衆（so-to-shu）』主宰,,東京 豊島区,city,日本,139.677525,35.712228,139.752663,35.745989,5339,533945,533945,2
20239,20239,20239,359001,475,I'matコロボックルin千代田区東京都https://t.co/xOAdu4zFuF,2022-07-11_14:56:08,0.0,0.0,0.0,0,28b9063fdce43645,2230872949,TozaiMetro05101,1077.0,66575,タクシードライバー JPN ランエボⅢ RS (1996スウェディッシュ)プレスカブ(C50 BND-N)乗り 碓氷峠 鉄道系制服 海軍制服 ドリラジ 501JFW お金（ないです。)貯金（ないです。)給料（少なぁい!),T-19 ラビットハウス南行徳支店,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533945,2
20247,20247,20247,797257,1076,温水プール@元気ぷらざin北区東京都https://t.co/KXIleqWsWm,2022-07-24_13:55:47,0.0,0.0,1.0,0,03060ba847e52dcd,92977605,kneas_KH,90.0,41304,IIDX INFINITAS（C-9491-2678-5588　☆12未EXH残り9曲）／F1（RB・AT）／野球（横浜）／スキー／日本酒／システム開発・保守や社内SEやら色々やってます,地球,東京 北区,city,日本,139.689097,35.731709,139.77079,35.798671,5339,533945,533945,2
20255,20255,20255,670763,1294,川越ラーメン街道ってどこ？と思ったら、ほとんど都内でしたね😅帰れま10川越街道ラーメン店ランキングトップ５2022年7月18日#News123#川越ラーメン街道？https://t.co/IZ7MF3Lg95,2022-07-20_19:54:03,0.0,0.0,5.0,0,3ae278a47b227f1f,2490585794,Pp1Sf5,169.0,4109,愛知県渥美半島で施設園芸鉢物農家やってました。時代の流れについて行けず、離農して農機具屋に就職した、脱農リーマンです。いきなりレスつけちゃうかも知れませんが、よろしくお願いしますm(_ _)m日本大学短期大学部農学科出身ッス,,埼玉 ふじみ野市,city,日本,139.468405,35.842261,139.551059,35.89255,5339,533963,533963,2
20285,20285,20285,522289,355,I'matJR池袋駅in豊島区東京都https://t.co/yX4YDxZy7V,2022-07-16_10:58:22,0.0,0.0,0.0,0,7efb0fd5276fdda5,452082122,Makita334,796.0,231162,帝国臣民です ○●○○●●○○●●●○○●○○○○●●○,大橋高校,東京 豊島区,city,日本,139.677525,35.712228,139.752663,35.745989,5339,533945,533945,2
20290,20290,20290,185220,47,I'mat魚然四谷店in新宿区東京都https://t.co/cDFmQXK5fd,2022-07-06_11:59:40,0.0,0.0,2.0,0,7ee61f505fdfdf5c,1449011994,ELYSION_1001,835.0,192946,RR5 ELYSION PRESTIGE→KC2 LEGEND(仮)→???,東京,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533945,2
20325,20325,20325,743200,336,左がオールドファッションチョコレートマフィン、右がオートミールチョコチップバーです！今日は行くのが遅かったので、パイは残ってませんでした～@小金井市in東京都https://t.co/URnZg0yZms,2022-07-22_23:57:26,0.0,0.0,1.0,0,0b7c83abc823ec59,2331332966,koganeitalo,254.0,23747,小金井在住18年の飲んだくれ親父ですが、今は絶賛禁酒中！　1ヶ月経ったら解禁するつもりでしたが、そのまま続行するのも一興と思うようになりました。公立中学に通う１人娘は絶賛反抗期中で私とは殆ど口を聞きませんが、保育園や学童の頃の楽しい想い出を胸に、残り少ない余生を送りたいと思います。,,東京 小金井市,city,日本,139.48448,35.683795,139.53401,35.718915,5339,533943,533943,2
20332,20332,20332,1034921,1325,タイマッサージ東京です🇹🇭これからのお時間人気セラピスト続々出勤です😊直ぐのご案内もできます夏バテ解消にタイ古式マッサージでリフレッシュして下さいお問合せお待ちしてます‼️タイマッサージ東京→#東京#出張#タイ古式#ThaiMassageThttps://t.co/4Jd5JYLoeR,2022-07-31_14:54:19,0.0,0.0,0.0,0,7ee61f505fdfdf5c,1144518040723185666,ThaiMassageT,184.0,1770,新宿【四谷三丁目駅・新宿御苑前駅】を中心に品川区・港区など都内23区に日本人女性セラピストが出張してタイ古式マッサージ・アロマトリートメントでお客様の身体を施術致します。 受付時間 9:00 開始／営業時間 10:00～5:00,,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533945,2
20374,20374,20374,567105,570,元バ先@名物すた丼の店-in八王子市東京都https://t.co/suPqkjhQSV,2022-07-17_18:57:46,0.0,0.0,0.0,0,86315f8740971686,2401549225,kugariku222,1279.0,96576,小日向美穂 所恵美 菊地真 大崎甜花担当 基本ツイはアイマス多め S15シルビアSpecS 所恵美痛車仕様 【ほぼ絵のRTしかしないので苦手な人は回れ右】,,東京 八王子市,city,日本,139.161531,35.597798,139.43004,35.718529,5339,533931,533931,2
20382,20382,20382,13147,230,I'matTully'sCoffee-in守谷市茨城県https://t.co/WeWxpCIky8,2022-07-01_09:58:18,0.0,0.0,1.0,0,6439e221c8eaddaa,1033650072,hiro_pooh_uni,533.0,176902,ただの うにまにあ です． ʅ( ´・◡・｀)ʃ ．甘やかし担当大臣．すずか依存性 ．写真は @hiro_pooh_photo に,Space Port,茨城 守谷市,city,日本,139.931565,35.909236,140.022473,35.978459,5339,533967,533967,2
